id_tmp,periodo,legislatura,fecha_presentacion,numero,proponente,grupo_parlamentario,titulo,sumilla,autores,adherentes,seguimiento,iniciativa_agrupadas,numero_simple,fecha_ultima,estado,link_detalle,periodo_inicio,periodo_fin,fecha_registro
2000200100951,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,00951 ,Congreso,Multiparlamentario,"TRABAJO:DESGRAVA GRATIFICACIONES NAVIDAD,FIESTAS PATRIAS","Deja sin efecto todo tributo, aportación o contribución social a las gratificaciones por Navidad y Fiestas Patrias.","Donayre Pasquel  Patricia Elizabeth,Masías Oyanguren  Manuel Alejandro,Monteverde Temple  Ana Dolores",," 07/12/2000 A comisión Economía
11/12/2000 En comisión Economía ",,00951,12/11/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100952,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,Ley Nº: 27392 12/30/2000 APLICACION DEL IGV A LAS VENTAS IMPORTACIONES DESTINADAS A LA AMAZONIA,Congreso,Somos Perú,APLICACION DEL IGV A LAS VENTAS IMPORTACIONES DESTINADAS A LA AMAZONIA," Ley que establece la aplicación del Impuesto General a las Ventas a las importaciones destinadas a
la Amazonía y sobre el reintegro Tributario según la Ley N° 27255. ",Jurado Adriazola  Ronnie Edgard,," 07/12/2000 A comisión Economía
11/12/2000 En comisión Economía
28/12/2000 Dictamen Favorable Sustitutorio Economía   Mayoria
28/12/2000 Orden del Día
28/12/2000 Aprobado
29/12/2000 Autógrafa   Sobre Nº: 61-2000
30/12/2000 Publicado  Ley    Nº: 27392 ","1139, 0446, 0781, 0981, 1004, 1036",00952,12/30/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100953,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,00953 ,Congreso,Somos Perú,IMPORTACIONES:SUPERVISION-DEROGA DL.659,"Deroga el Decreto Legislativo Nº 659, que establece el régimen de supervisión obligatoria y universal de importaciones.",Jurado Adriazola  Ronnie Edgard,," 07/12/2000 A comisión Economía
11/12/2000 En comisión Economía ",,00953,12/11/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100954,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,Resolución Legislativa del Congreso Nº: 012-2000-CR 12/16/2000 AMPLIA LEGISLATURA ORDINARIA HASTA 15 DE JUNIO 2001,Congreso,Cambio 90 - Nueva Mayoría,AMPLIA LEGISLATURA ORDINARIA HASTA 15 DE JUNIO 2001," Modifica la Segunda Disposición Transitoria del Reglamento del Congreso	de la República  ampliando
la  Segunda Legislatura  Ordinaria del periodo anual 2000-2001 hasta el 15 de junio de 2001 ","Lozada  Rendón de Gamboa  María del Carmen,Amorin Bueno  Adolfo Luis,Blanco Oropeza  Carlos Miguel,Chang Ching  Luis Eduardo,Chávez Cossío  Martha Gladys,Hildebrandt Pérez Treviño  Martha Luz,Joy-Way Rojas  Victor Dionicio,Lam Alvarez  Juan Carlos,Moyano Delgado  Martha Lupe,Reggiardo Sayán  Oscar Andrés,Rodas Díaz  Erland Wilmer,Salgado Rubianes de Paredes  Luz,Samalvides Dongo  Helbert Gaspar,Vara Ochoa  Manuel Máximo,Vilchez Malpica  Pedro David",," 07/12/2000 A comisión Constitución y Reglamento del Congreso
11/12/2000 En comisión Constitución y Reglamento del Congreso
15/12/2000 Dispensado de Dictamen Constitución y Reglamento del Congreso
15/12/2000 Orden del Día
15/12/2000 Aprobado
16/12/2000 Publicado  Resolución Legislativa del Congreso    Nº: 012-2000-CR ",0940,00954,12/16/2000,Promulgado Resolución Legislativa del Congreso,,2000,2001,2021-02-20 22:31:49
2000200100955,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,Ley Nº: 27385 12/28/2000 PRORROGA EL DECRETO LEGISLATIVO Nº 783,Poder Ejecutivo,vacio,PRORROGA EL DECRETO LEGISLATIVO Nº 783," Prorroga hasta el 31 de diciembre del año 2003, la vigencia de los dispuesto en el Decreto
Legislativo Nº 783, sobre devolución del IGV aplicable a las adquisiciones efectuadas con donaciones
del exterior y de la cooperación técnica internacional no reembolsable y a las compras efectuadas
por las misiones diplomáticas y consulares, organismos y organizaciones internacionales acreditados
en el país. ",vacio,," 07/12/2000 A comisión Economía
07/12/2000 En comisión Economía
20/12/2000 Dictamen Favorable Economía   Mayoria
20/12/2000 Orden del Día
20/12/2000 Aprobado
22/12/2000 Autógrafa   Sobre Nº: 052-2000
28/12/2000 Publicado  Ley    Nº: 27385 ",0815,00955,12/28/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100956,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,00956 ,Poder Ejecutivo,vacio,CONCESIONES ELECTRICAS:DEROGA DISP.COMP.L.27239,"Deroga la Disposición Complementaria Unica de la Ley Nº 27239, Ley que modifica diversos artículos de la Ley de Concesiones Eléctricas.",vacio,," 07/12/2000 A comisión Energía, Minas y Pesquería
07/12/2000 En comisión Energía, Minas y Pesquería
17/01/2001 Dictamen Favorable Sustitutorio Energía, Minas y Pesquería   Mayoria
24/01/2001 Orden del Día ",0361,00956,01/24/2001,Orden del Día,,2000,2001,2021-02-20 22:31:49
2000200100957,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,Ley Nº: 27468 06/01/2001 LEY QUE EXIME DEL PAGO DE REPARACIÓN CIVIL EN CASO DE INDULTO O DERECHO DE GRACIA PARA DELITOS DE TERRORISMO O TRAICIÓN A LA PATRIA,Poder Ejecutivo,vacio,LEY QUE EXIME DEL PAGO DE REPARACIÓN CIVIL EN CASO DE INDULTO O DERECHO DE GRACIA PARA DELITOS DE TERRORISMO O TRAICIÓN A LA PATRIA," Modifica el inciso c) del artículo 2° de la Ley N°26994,Ley que concede beneficios complementarios
en los casos de indulto y derecho de gracia concedidos conforme a la Ley N°26655. ",vacio,," 07/12/2000 A comisión Justicia
07/12/2000 En comisión Justicia
24/01/2001 Dictamen Favorable Sustitutorio Justicia   Mayoria
19/04/2001 Orden del Día
17/05/2001 Aprobado
18/05/2001 Autógrafa   Sobre Nº: 135
31/05/2001 Promulgado
01/06/2001 Publicado  Ley    Nº: 27468 ",,00957,06/01/2001,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100958,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,Ley Nº: 27384 12/28/2000 MODIFICA ART.7º DE LA LEY DEL IGV E ISC,Poder Ejecutivo,vacio,MODIFICA ART.7º DE LA LEY DEL IGV E ISC," Modifica el artículo 7º de la Ley del Impuesto General a las Ventas e Impuesto Selectivo al
Consumo. ",vacio,," 07/12/2000 A comisión Economía
20/12/2000 Dictamen Favorable Economía   Mayoria
20/12/2000 Orden del Día
20/12/2000 Aprobado
22/12/2000 Autógrafa   Sobre Nº: 054-2000
28/12/2000 Publicado  Ley    Nº: 27384 ","0351, 0337, 0437, 0500, 0609, 0751, 0926",00958,12/28/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100959,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,Ley Nº: 27379 12/21/2000 PROCEDIMIENTO ADOPCION MEDIDAS LIMITACION DERECHOS INVESTIGACION PRELIMINAR,Poder Ejecutivo,vacio,PROCEDIMIENTO ADOPCION MEDIDAS LIMITACION DERECHOS INVESTIGACION PRELIMINAR," Ley de procedimiento para adoptar medidas excepcionales de limitación de derechos en
investigaciones preliminares. ",vacio,," 07/12/2000 A comisión Justicia
07/12/2000 En comisión Justicia
14/12/2000 Dispensado de Dictamen Justicia
14/12/2000 Orden del Día
14/12/2000 Vuelve a Comisión Justicia
18/12/2000 En comisión Justicia
19/12/2000 Dictamen Favorable Sustitutorio Justicia   Mayoria
20/12/2000 Orden del Día
20/12/2000 Aprobado
20/12/2000 Autógrafa   Sobre Nº: 050-2000
21/12/2000 Publicado  Ley    Nº: 27379 ",,00959,12/21/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100960,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,Ley Nº: 27378 12/21/2000 BENEFICIOS POR COLABORACION AMBITO CRIMINALIDAD ORGANIZADA,Poder Ejecutivo,vacio,BENEFICIOS POR COLABORACION AMBITO CRIMINALIDAD ORGANIZADA, Ley que establece beneficios por colaboración eficaz en el ámbito de la criminalidad organizada. ,vacio,," 07/12/2000 A comisión Justicia
07/12/2000 En comisión Justicia
14/12/2000 Dispensado de Dictamen Justicia
14/12/2000 Orden del Día
14/12/2000 Vuelve a Comisión Justicia
18/12/2000 En comisión Justicia
19/12/2000 Dictamen Favorable Sustitutorio Justicia   Mayoria
20/12/2000 Orden del Día
20/12/2000 Aprobado
20/12/2000 Autógrafa   Sobre Nº: 048-2000
21/12/2000 Publicado  Ley    Nº: 27378 ",,00960,12/21/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100961,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/05/2000,00961 ,Congreso,No Agrupado,"REFERENDUM:DEROGA LEYES 26592,26670","Deroga las Leyes Nº 26592 y 26670. Restituye la vigencia de los artículos 13º, 15º, 16º, 42º, 44º y 47º de la Ley Nº 26300, referente al Referéndum.",Cabanillas Bustamante  Mercedes,," 07/12/2000 A comisión Constitución y Reglamento del Congreso
11/12/2000 En comisión Constitución y Reglamento del Congreso ",,00961,12/11/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100962,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00962 ,Congreso,Grupo Parlamentario Independiente,INSTITUTO RADIO TV DEL PERU:TRANSMISION OFERTAS DE TRABAJO,"Establece que el Instituto de Radio y Televisión del Perú, mediante Radio Nacional del Perú y Canal 7, programará en horario que considere conveniente sus Directorio, avisos de servicio público en lo que se ofrezcan puestos de trabajo.","Ormeño Malone  Luis Joaquín,Farah Hayn  Eduardo,Martínez Del Solar Salgado de Franco  María Cecilia Laura,Ticona Gómez  Gregorio,Wolfenson Woloch  Moisés",," 07/12/2000 A comisión Turismo y Telecomunicaciones
07/12/2000 A comisión Educación ,Cultura y Deporte
11/12/2000 En comisión Turismo y Telecomunicaciones
11/12/2000 En comisión Educación ,Cultura y Deporte
11/06/2001 Dictamen Favorable Sustitutorio Turismo y Telecomunicaciones   Mayoria ",,00962,06/11/2001,Dictamen,,2000,2001,2021-02-20 22:31:49
2000200100963,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00963 ,Congreso,No Agrupado,PODER JUDICIAL:BOLETA UNICA DE LITIGANTE-CREA...,"Crea la Boleta Unica de Litigante, que se acompañará obligatoriamente al recuso que inicie o conteste cualquier proceso judicial.",Altuve-Febres Lores  Fernán Romano,," 11/12/2000 A comisión Justicia
12/12/2000 En comisión Justicia
27/04/2001 Dictamen Favorable Sustitutorio Justicia   Mayoria
03/05/2001 Orden del Día
10/05/2001 Vuelve a Comisión Justicia
16/05/2001 En comisión Justicia
13/06/2001 Rechazado de Plano Justicia ",,00963,06/13/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100964,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,Ley Nº: 27393 12/30/2000 MODIFICA REGIMEN ESPECIAL FRACCIONAMIENTO TRIBUTARIO,Congreso,Grupo Parlamentario Independiente,MODIFICA REGIMEN ESPECIAL FRACCIONAMIENTO TRIBUTARIO," Ley que modifica el Régimen Especial de Fraccionamiento Tributario y el artículo 36° del Código
Tributario. ",Farah Hayn  Eduardo,," 11/12/2000 A comisión Economía
12/12/2000 En comisión Economía
28/12/2000 Dictamen Favorable Sustitutorio Economía   Mayoria
28/12/2000 Orden del Día
28/12/2000 Aprobado
29/12/2000 Autógrafa   Sobre Nº: 62-2000
30/12/2000 Publicado  Ley    Nº: 27393 ","0966, 1020, 1080, 1136, 0396",00964,12/30/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100965,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00965 ,Congreso,Vamos Vecino,AGRARIA:PESCA-RESTABLECE FONDO CREDITOS PROMOCIONALES,"Restablece la vigencia del artículo 8º de al Ley Nº 24300, en lo que corresponde al 12% para el fondo destinado a créditos promocionales en favor del agro, la pesca y la avicultura.",Salinas de Torres  Neri Felipa,," 11/12/2000 A comisión Economía
11/12/2000 A comisión Agraria
12/12/2000 En comisión Economía
12/12/2000 En comisión Agraria
27/04/2001 Dictamen Negativo Agraria   Mayoria ",,00965,04/27/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100966,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,Ley Nº: 27393 12/30/2000 MODIFICA REGIMEN ESPECIAL FRACCIONAMIENTO TRIBUTARIO,Congreso,Cambio 90 - Nueva Mayoría,MODIFICA REGIMEN ESPECIAL FRACCIONAMIENTO TRIBUTARIO," Ley que modifica el Régimen Especial de Fraccionamiento Tributario y el artículo 36° del Código
Tributario. ",León Trelles  Carlos Hernán,," 11/12/2000 A comisión Economía
12/12/2000 En comisión Economía
28/12/2000 Dictamen Favorable Sustitutorio Economía   Mayoria
28/12/2000 Orden del Día
28/12/2000 Aprobado
29/12/2000 Autógrafa   Sobre Nº: 62-2000
30/12/2000 Publicado  Ley    Nº: 27393 ","0964, 1020, 1080, 1136, 0396",00966,12/30/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100967,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00967 ,Congreso,Vamos Vecino,"MAJES,SIGUAS:PROYECTO ESPECIAL-ANGOSTURA,TUNEL TRASANDINO","Declara de interés público y de manifiesta conveniencia nacional la ejecución de las obras de la Presa de Angostura y el Túnel Trasandino de la II Etapa del Proyecto Especial Majes-Siguas, en el Departamento de Arequipa.",Terán Adriazola  Rubén,," 11/12/2000 A comisión Agraria
11/12/2000 A comisión Energía, Minas y Pesquería
12/12/2000 En comisión Agraria
13/12/2000 En comisión Energía, Minas y Pesquería ",,00967,12/13/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100968,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00968 ,Congreso,Multiparlamentario,"BENEFICENCIA:DESIGNACION DIRECTORIOS, JUNTAS PARTICIP.",Regula la designación de los Directorios de las Sociedades de Beneficencia y Juntas de Participación Social.,"Velit Nuñez  Jorge Miguel,Alva Castro  Luis Juan,Cáceres Pérez  Róger Luis,Cruz Loyola  Alberto,Guerrero Figueroa  Luis Bernardo,Ticona Gómez  Gregorio,Townsend Diez-Canseco  Ana Elena Luisa Cristina,Vilchez Malpica  Pedro David,Tait Villacorta  Cecilia Roxana",," 11/12/2000 A comisión Mujer y Desarrollo Humano
11/12/2000 A comisión Descentralización
12/12/2000 En comisión Mujer y Desarrollo Humano
12/12/2000 En comisión Descentralización ",,00968,12/12/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100969,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00969 ,Congreso,Multiparlamentario,MUNICIPALIDAD:RESTITUYE COMPETENCIAS-DESACTIVA COFOPRI,"Restituye las competencias y procedimientos municipales sobre saneamiento físico legal y habilitación urbana, y dispone la desactivación de la Comisión de Formalización de la Propiedad, COFOPRI.","Velit Nuñez  Jorge Miguel,Alva Castro  Luis Juan,Cáceres Pérez  Róger Luis,Cruz Loyola  Alberto,Guerrero Figueroa  Luis Bernardo,Ticona Gómez  Gregorio,Townsend Diez-Canseco  Ana Elena Luisa Cristina,Tait Villacorta  Cecilia Roxana",," 11/12/2000 A comisión Infraestructura y Transporte
11/12/2000 A comisión Descentralización
12/12/2000 En comisión Infraestructura y Transporte
12/12/2000 En comisión Descentralización ",,00969,12/12/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100970,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00970 ,Congreso,Multiparlamentario,MUNICIPALIDAD:TRANSFERENCIA INSTALACINES DEPORTIVAS,"Autoriza al Instituto Peruano del Deporte a transferir a las municipalidades las instalaciones deportivas que posee o administra en el interior del país, para ser destinadas al desarrollo y promoción de actividades de recreación pública y práctica del deporte entre los niños y adolescentes de cada localidad.","Velit Nuñez  Jorge Miguel,Alva Castro  Luis Juan,Cáceres Pérez  Róger Luis,Cruz Loyola  Alberto,Guerrero Figueroa  Luis Bernardo,Ticona Gómez  Gregorio,Townsend Diez-Canseco  Ana Elena Luisa Cristina,Tait Villacorta  Cecilia Roxana",," 11/12/2000 A comisión Educación ,Cultura y Deporte
11/12/2000 A comisión Descentralización
13/12/2000 En comisión Educación ,Cultura y Deporte
13/12/2000 En comisión Descentralización ",,00970,12/13/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100971,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/06/2000,00971 ,Congreso,Cambio 90 - Nueva Mayoría,TRIBUNAL CONSTITUCIONAL:QUORUM P.INCONSTITUCIONALIDAD,"Modifica el artículo 4º de la Ley Nº 26435, Ley Orgánica del Tribunal Constitucional, en relación al quórum requerido para la declaratoria de inconstitucionalidad de una norma.",Amorin Bueno  Adolfo Luis,," 11/12/2000 A comisión Justicia
11/12/2000 A comisión Constitución y Reglamento del Congreso
13/12/2000 En comisión Justicia
13/12/2000 En comisión Constitución y Reglamento del Congreso
24/01/2001 Dictamen Favorable Sustitutorio Justicia   Mayoria ",1204,00971,01/24/2001,Dictamen,,2000,2001,2021-02-20 22:31:49
2000200100972,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00972 ,Congreso,Perú Posible,CODIGO TRIBUTARIO:ORIENTACION AL CONTRIBUYENTE,"Modifica el artículo 84º del Código Tributario, en lo referente a la orientación al contribuyente.",Ramos López  Héctor Hildebrando,," 11/12/2000 A comisión Economía
13/12/2000 En comisión Economía ",,00972,12/13/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100973,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00973 ,Congreso,No Agrupado,COMISION PAZ SOCIAL:CREA...,Crea la Comisión Nacional de la Paz Social.,Alva Hart  Beatriz Regina,," 11/12/2000 A comisión Trabajo y Seguridad Social
13/12/2000 En comisión Trabajo y Seguridad Social ",,00973,12/13/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100974,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00974 ,Congreso,Unión Parlamentaria,PRESIDENTE REPUBLICA:L.26656-AUTORIZACION VIAJES EVENTOS OFICIALES,"Modifica el artículo 3º y deroga el artículo 4º de la Ley Nº 26656, que establece mecanismos para que el Congreso autorice la salida del país del Presidente de la República.",Martínez Morosini  Humberto Augusto,," 11/12/2000 A comisión Constitución y Reglamento del Congreso
13/12/2000 En comisión Constitución y Reglamento del Congreso ",,00974,12/13/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100975,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00975 ,Congreso,Multiparlamentario,"AGRARIA:PLAZO ACOGIMIENTO PERTA, RERF","Prorroga, hasta el 31 de julio de 2001, el plazo de acogimiento al Programa Extraordinario de Regularización Tributaria, PERTA-AGRARIO.","León Trelles  Carlos Hernán,Rodríguez de Aguilar  Ruby Consuelo",," 11/12/2000 A comisión Economía
11/12/2000 A comisión Agraria
13/12/2000 En comisión Economía
13/12/2000 En comisión Agraria
15/12/2000 Dictamen Favorable Sustitutorio Agraria   Mayoria
28/12/2000 Dispensado de Dictamen Economía
28/12/2000 Orden del Día
28/12/2000 Aprobado
29/12/2000 Autógrafa   Sobre Nº: 63-2000
22/01/2001 Observado
19/04/2001 A comisión Economía
19/04/2001 A comisión Agraria
25/04/2001 En comisión Economía
26/04/2001 En comisión Agraria ",0917,00975,04/26/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100976,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00976 ,Congreso,Perú Posible,"ELECCIONES:ADECUA SEPTIMA DISP.TRANSITORIA,FINAL CONST.","Deroga el segundo párrafo del artículo 21º de la Ley Nº 26859, Ley Orgánica de Elecciones, y encarga al Jurado Nacional de Elecciones proponer la adecuación de la legislación electoral al mandato de la Séptima Disposición Transitoria y Final de la Constitución.","Rivadeneyra Reátegui  Robinson,Ayaipoma Alvarado   Marcial,Mucho Mamani  Rómulo,Ramírez Canchari  Juan de Dios,Ramos López  Héctor Hildebrando,Rengifo Ruiz  Marciano Segundo,Saavedra Mesones  Cruz Gerardo,Sánchez Pinedo de Romero  Luz,Solari De La Fuente  Luis María Santiago Eduardo,Taco Tamo  Juan Héctor Alejandro,Torres Ccalla  Leoncio Zacarías,Velit Granda  Juan Antonio",," 11/12/2000 A comisión Constitución y Reglamento del Congreso
13/12/2000 En comisión Constitución y Reglamento del Congreso ",,00976,12/13/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100977,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00977 ,Congreso,Multiparlamentario,REDUCCION PENAS:DL.25582-INCLUYE INCURSOS COM.INV.CONGRESO,"Modifica el artículo 1º del Decreto Ley Nº 25582, incluyendo a las personas incursas en una investigación a cargo de una Comisión Investigadora del Congreso de la República.","Waisman Rjavinsthi  Dávid,Amorin Bueno  Adolfo Luis,Chang Ching  Luis Eduardo,Gamarra Olivares  Ernesto Ramón,Townsend Diez-Canseco  Ana Elena Luisa Cristina",," 11/12/2000 A comisión Justicia
11/12/2000 A comisión Constitución y Reglamento del Congreso
13/12/2000 En comisión Justicia
13/12/2000 En comisión Constitución y Reglamento del Congreso
13/06/2001 Rechazado de Plano Justicia ",,00977,06/13/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100978,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00978 ,Congreso,Multiparlamentario,REGLAMENTO CONG:57-VOTACIONES PROPOS.DE LEY,"Modifica el artículo 57º del Reglamento del Congreso, en lo referido a las clases de votaciones en proposiciones de ley que no se refieran a materia común.","Acuña Peralta  César,Ormeño Malone  Luis Joaquín",," 11/12/2000 A comisión Constitución y Reglamento del Congreso
13/12/2000 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
11/07/2001 Al Archivo ",,00978,07/11/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100979,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,"Ley Nº: 27472 06/05/2001 LEY QUE DROGA LOS DECRETOS LEGISLATIVOS NUMS.896 Y 897, QUE ELEVAN LAS PENAS Y RESTRINGEN LOS DRECHOS PROCESALES EN LOS CASOS DE DELITOS AGRAVADOS",Congreso,No Agrupado,"LEY QUE DROGA LOS DECRETOS LEGISLATIVOS NUMS.896 Y 897, QUE ELEVAN LAS PENAS Y RESTRINGEN LOS DRECHOS PROCESALES EN LOS CASOS DE DELITOS AGRAVADOS"," Deroga los Decretos Legislativos 896° y 897°,que elevan las penas y restringen los Derechos
Procesales en los casos de Delitos Agravados. ",Altuve-Febres Lores  Fernán Romano,," 11/12/2000 A comisión Reforma de Códigos
13/12/2000 En comisión Reforma de Códigos
13/02/2001 Dictamen Favorable Sustitutorio Reforma de Códigos   Mayoria
19/04/2001 Orden del Día
24/05/2001 Aprobado
24/05/2001 Autógrafa   Sobre Nº: 155
04/06/2001 Promulgado
05/06/2001 Publicado  Ley    Nº: 27472 ",,00979,06/05/2001,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100980,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,00980 ,Congreso,Multiparlamentario,MUNICIPALIDAD:DL. 776-RENOVACION LICENCIA APERTURA,"Modifica el artículo 74º del Decreto Legislativo Nº 776, Ley de Tributación Municipal, referente la renovación de la licencia de apertura de establecimiento.","Arroyo Cobián  Francisco Javier,Bartra Gonzáles  Angel Miguel,Cabanillas Bustamante  Mercedes,Gonzáles Inga  Mario,Ibarra Imata  Gregorio Gustavo",," 11/12/2000 A comisión Descentralización
12/12/2000 A comisión Economía
13/12/2000 En comisión Descentralización
13/12/2000 En comisión Economía
23/02/2001 Dictamen Favorable Economía   Mayoria ",,00980,02/23/2001,Dictamen,,2000,2001,2021-02-20 22:31:49
2000200100981,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,Ley Nº: 27392 12/30/2000 APLICACION DEL IGV A LAS VENTAS IMPORTACIONES DESTINADAS A LA AMAZONIA,Congreso,Unión Parlamentaria,APLICACION DEL IGV A LAS VENTAS IMPORTACIONES DESTINADAS A LA AMAZONIA," Ley que establece la aplicación del Impuesto General a las Ventas a las importaciones destinadas a
la Amazonía y sobre el reintegro Tributario según la Ley N° 27255. ",Acuña Peralta  César,," 11/12/2000 A comisión Economía
13/12/2000 En comisión Economía
21/12/2000 A comisión Industria, Comercio y Servicios
27/12/2000 En comisión Industria, Comercio y Servicios
28/12/2000 Dictamen Favorable Sustitutorio Economía   Mayoria
28/12/2000 Orden del Día
28/12/2000 Aprobado
29/12/2000 Autógrafa   Sobre Nº: 61-2000
30/12/2000 Publicado  Ley    Nº: 27392 ","1139, 0446, 0781, 0952, 1004, 1036",00981,12/30/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100982,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,12/07/2000,Ley Nº: 27387 12/29/2000 MODIFICA ARTICULOS DE LA LEY ORGANICA DE ELECCIONES,Jurado Nacional de Elecciones,vacio,MODIFICA ARTICULOS DE LA LEY ORGANICA DE ELECCIONES," Ley que modifica artículos a la Ley N° 26859, Ley Orgánica de Elecciones. ",vacio,," 11/12/2000 A comisión Constitución y Reglamento del Congreso
13/12/2000 En comisión Constitución y Reglamento del Congreso
26/12/2000 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Mayoria
27/12/2000 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Minoria                      Rivadeneyra Reátegui, Robinson
27/12/2000 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Minoria                      Flores-Araoz Esparza, Antero
27/12/2000 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Minoria                      Solari De La Fuente, Luis María Santiago Eduardo
27/12/2000 Orden del Día
27/12/2000 Aprobado
28/12/2000 Autógrafa   Sobre Nº: 56-2000
29/12/2000 Publicado  Ley    Nº: 27387 ","0809, 0906, 0986, 0993, 1013, 1033, 1037, 1059, 1074, 1078, 1096, 1082, 1100, 1115, 1129, 1126, 0019, 0199, 0257, 0339, 0346, 0453, 0511, 0614, 0521, 0531, 0585, 0586, 0633, 0639, 0710, 0711, 0738, 0741, 0800, 0801, 0894, 1113, 1019, 1145",00982,12/29/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
